EAN;Produto;Fabricante;Categoria;NCM;CEST;EAN adicional;Fornecedor;Ativo
7898080660565;ENERGÉTICO BALY 1L;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898080662330;VODKA INTENCION 900ML;GENÉRICO;DESTILADOS;;;;;TRUE
7898080662668;ENERGÉTICO BALY 2L;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898080664273;ENERGÉTICO BALY TROPICAL 473ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898080665409;BALY ZERO AÇUCAR 2L;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898089080494;BANDEJA DE OVO VERMELHO C/20 UND;GENÉRICO;MERCEARIA;;;;;TRUE
7898089087981;BANDEJA DE OVO BRANCO C/20 UNDS;GENÉRICO;MERCEARIA;;;;;TRUE
7898089087998;BANDEJA DE OVOS C/20 UND;GENÉRICO;MERCEARIA;;;;;TRUE
7898089088087;BANDEJA DE OVO VERMELHO C/20 UNDS;GENÉRICO;MERCEARIA;;;;;TRUE
7898089088094;BANDEJA DE OVOS C/20 UNDS;GENÉRICO;MERCEARIA;;;;;TRUE
7898102710032;SAL REFINADO ZIZO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898102710193;SAL GROSSO ZIZO 1KG;GENÉRICO;CHURRASCO;;;;;TRUE
7898103550064;BISNAGUINHA VITAL 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7898103554758;PÃO DE FORMA VITAL 400G;GENÉRICO;MERCEARIA;;;;;TRUE
7898103557872;PÃO DE FORMA INTEGRAL VITAL 400G;GENÉRICO;MERCEARIA;;;;;TRUE
7898115900154;BOLINHO SUAVIPAN ZERO CENOURA E CHOCOLATE 40G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7898115901113;BOLINHO SUAVIPAN ZERO MORANGO 40G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7898115901175;BOLINHO SUAVIPAN ZERO BAUNILHA E CHOCOLATE 40G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7898125160029;SORVETE ESKIMO ABACAXI 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125160036;SORVETE ESKIMO LIMÃO 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125160043;SORVETE ESKIMO UVA 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125160104;SORVETE ESKIMO COCO 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125160128;SORVETE ESKIMO LEITE CONDENSADO 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125160142;SORVETE ESKIMO MILHO VERDE 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125160173;SORVETE ESKIMO SKIMO 62G;GENÉRICO;SORVETES;;;;;TRUE
7898125161002;SORVETE ESKIMO COCO QUEIMADO 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125161033;SORVETE ESKIMO MORANGO 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125161859;SORVETE ESKIMO SPECIALE 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125162214;SORVETE COPINHO ESKIMO MORANGO AO LEITE 80G;GENÉRICO;SORVETES;;;;;TRUE
7898125162528;SORVETE ESKIMO UNICORNIO 56G;GENÉRICO;SORVETES;;;;;TRUE
7898125162733;SORVETE ESKIMO SELETTO BRIGADEIRO 90G;GENÉRICO;SORVETES;;;;;TRUE
7898125162740;SORVETE ESKIMO SELETTO 90G;GENÉRICO;SORVETES;;;;;TRUE
7898125164010;SORVETE ESKIMO BOB ESPONJA 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125164065;SORVETE ESKIMO MEGA PISTACHE 60G;GENÉRICO;SORVETES;;;;;TRUE
7898125164126;SORVETE ESKIMO CHOCOLATE 50G;GENÉRICO;SORVETES;;;;;TRUE
7898125165161;SORVETE ESKIMO TUTTI FRUTTI 56G;GENÉRICO;SORVETES;;;;;TRUE
7898125165284;SORVETE ESKIMO LÁPIS 30G;GENÉRICO;SORVETES;;;;;TRUE
7898125166762;SORVETE ESKIMO SUNDAE 80G;GENÉRICO;SORVETES;;;;;TRUE
7898131410040;TAPIOCA TUPÃ 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7898131410200;FARINHA DE MANDIOCA DAMAZIA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898143960410;GELO GELOTIN 3KG;GENÉRICO;CHURRASCO;;;;;TRUE
7898143961813;GELO MINERALE 3KG;GENÉRICO;CHURRASCO;;;;;TRUE
7898150690805;SACO DE LIXO IPLAST 100L C/5 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898150690812;SACO DE LIXO IPLAST 50L C/10 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898150693394;SACO DE LIXO JIPLAST 50L C/30 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898159810204;MASSA PARA PASTEL NOSSA MASSA 400G;GENÉRICO;FRIOS;;;;;TRUE
7898161871323;PETIT GATEAU HAVANNA 160G;GENÉRICO;DOCES;;;;;TRUE
7898161871569;BROWNIE MR BEY 140G;GENÉRICO;DOCES;;;;;TRUE
7898171400049;FEIJÃO PÉ VERMELHO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898171400209;FEIJÃO RESERVA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898172343222;LENÇO UMEDECIDO ANJINHO C/120 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898181475310;AÇAÍ COM GRANOLA 220ML;GENÉRICO;CONGELADOS;;;;;TRUE
7898202240491;QUEIJO MUSSARELA DAROLT 150G;GENÉRICO;FRIOS;;;;;TRUE
7898205924411;WHEY VERDE CAMPO CHOCOLATE 250ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898208483854;FILÉ SASSAMI CANÇÃO 1KG;GENÉRICO;CONGELADOS;;;;;TRUE
7898208485957;FILÉ SASSAMI CANÇÃO 800G;GENÉRICO;CONGELADOS;;;;;TRUE
7898215151708;LEITE INTEGRAL PIRACANJUBA 1LT;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215151784;CREME DE LEITE PIRACANJUBA 200G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215152002;LEITE CONDENSADO PIRACANJUBA 395G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215152439;LEITE PÓ PIRACANJUBA 400G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215152811;LEITE PIRACANJUBA ZERO LACTOSE 1L;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215153207;WHEY PIRACANJUBA MORANGO 23G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215153221;WHEY PIRACANJUBA CHOCOLATE 23G 250ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215157410;LEITE NINHO ZERO LACTOSE 1L;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215157847;WHEY PIRACANJUBA MORANGO 250ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215157854;WHEY PIRACANJUBA CHOCOLATE 250ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215157861;WHEY PIRACANJUBA COCO 250ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898215158851;LEITE EM PÓ PIRACANJUBA 400G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898225280054;BANDEJA DE OVO CAIPIRA C/20 UNDS;GENÉRICO;MERCEARIA;;;;;TRUE
7898226513533;SACO PLÁSTICO EMBALIXO C/100 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898228069076;FILÉ SASSAMI PIONEIRO 750G;GENÉRICO;CONGELADOS;;;;;TRUE
7898228200028;ÁGUA SANTA RITA 5L;GENÉRICO;AGUAS;;;;;TRUE
7898228200073;ÁGUA SANTA RITA S/GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898228200080;AGUA SANTA RITA COM GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898228200110;ÁGUA SANTA RITA S/GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898228200127;ÁGUA SANTA RITA C/GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898239600312;BACON EM CUBOS JCW 150G;GENÉRICO;FRIOS;;;;;TRUE
7898239600879;BACON EM FATIAS JCW 100G;GENÉRICO;FRIOS;;;;;TRUE
7898239601050;SALSICHA JCW 500G;GENÉRICO;FRIOS;;;;;TRUE
7898247780297;ÓLEO DE SOJA VITALIV 900ML;GENÉRICO;MERCEARIA;;;;;TRUE
7898270960055;BICARBONATO DE SÓDIO PONZAN 40G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898270960093;CANELA EM PÓ PONZAN 20G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898270960383;FARINHA DE MANDIOCA PONZAN 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898270960642;ALECRIM PONZAN 15G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898270961052;MOLHO DE PIMENTA 200ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898270961663;MOLHO SHOYU PONZAN 150 ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898270963575;CHAMPIGNON INTEIRO PONZAN 170G;GENÉRICO;MERCEARIA;;;;;TRUE
7898270963582;CHAMPIGNON PONZAN 170G;GENÉRICO;MERCEARIA;;;;;TRUE
7898270967672;MOLHO SHOYU KARUI 150G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898270967818;MOLHO SHOYU KARUI 150GR;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898275016368;SNACK PARA CÃES PETBRILHO SABOR CARNE 65G;GENÉRICO;PET;;;;;TRUE
7898276522332;PETIT GATEAU MR BEY 240G;GENÉRICO;DOCES;;;;;TRUE
7898278402298;KETCHUP SOWETO 320G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898279790400;BALA FINI BEIJOS DE MORANGO 90G;GENÉRICO;BALAS;;;;;TRUE
7898279790417;BALA FINI DENTADURAS 90G;GENÉRICO;BALAS;;;;;TRUE
7898286190354;MOLHO SHOYU MARATÁ 150ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898301280602;BISCOITO DE MILHO FERNANDES 200G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7898321971016;VINHO GIROLA TINTO SECO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898321971023;VINHO GIROLA SUAVE TINTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898321971030;VINHO GIROLA BRANCO SECO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898321972433;VINHO GIROLA TINTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898322980031;QUEIJO RALADO PARMISSIMO 50G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898322980345;QUEIJO RALADO PARMEZZO 40G;GENÉRICO;MERCEARIA;;;;;TRUE
7898322981298;QUEIJO PROVOLONE PARMISSIMO 160G;GENÉRICO;MERCEARIA;;;;;TRUE
7898322981311;QUEIJO PROVOLONE PARMISSIMO 195G;GENÉRICO;MERCEARIA;;;;;TRUE
7898322981519;QUEIJO PARMESÃO PARMISSIMO 150G;GENÉRICO;MERCEARIA;;;;;TRUE
7898337980064;PÃO DE ALHO ZINHO BOLINHA 300G;GENÉRICO;CHURRASCO;;;;;TRUE
7898337980248;PÃO DE ALHO ZINHO 300G;GENÉRICO;CHURRASCO;;;;;TRUE
7898337980620;PÃO DE ALHO ONE 300G;GENÉRICO;CHURRASCO;;;;;TRUE
7898341430074;SUCO DEL VALLE MARACUJÁ 1L;GENÉRICO;SUCOS;;;;;TRUE
7898341430098;SUCO DEL VALLE UVA 1L;GENÉRICO;SUCOS;;;;;TRUE
7898341430111;SUCO DEL VALLE LARANJA 1L;GENÉRICO;SUCOS;;;;;TRUE
7898341430777;SUCO DEL VALLE UVA 1LTS;GENÉRICO;SUCOS;;;;;TRUE
7898345395430;SORVETINHO FRUTALIA CHOCOLATE 55G;GENÉRICO;SORVETES;;;;;TRUE
7898345395447;SORVETINHO FRUTALIA MORANGO 55G;GENÉRICO;SORVETES;;;;;TRUE
7898345395942;SORVETE FRUTALIA UVA 60G;GENÉRICO;SORVETES;;;;;TRUE
7898345396468;SORVETE FRUTALIA TABLETE 70G;GENÉRICO;SORVETES;;;;;TRUE
7898345397236;SORVETE FRUTALIA LIMÃO 60G;GENÉRICO;SORVETES;;;;;TRUE
7898345397274;SORVETE FRUTALIA MORANGO 60G;GENÉRICO;SORVETES;;;;;TRUE
7898345397311;SORVETE FRUTALIA MORENINHA 65G;GENÉRICO;SORVETES;;;;;TRUE
7898345397472;SORVETE FRUTALIA CHOCOLATE 60G;GENÉRICO;SORVETES;;;;;TRUE
7898345397571;SORVETE FRUTALIA COCO 60G;GENÉRICO;SORVETES;;;;;TRUE
7898345397588;SORVETE FRUTALIA MILHO 60G;GENÉRICO;SORVETES;;;;;TRUE
7898345397816;SORVETE FRUTALIA UNICÓRNIO 60G;GENÉRICO;SORVETES;;;;;TRUE
7898345398042;SORVETE FRUTALIA RAFFAETTO 70G;GENÉRICO;SORVETES;;;;;TRUE
7898345398349;SORVETE FRUTALIA ESKIMO 60G;GENÉRICO;SORVETES;;;;;TRUE
7898345398431;SORVETE FRUTALIA PISTACHE 60G;GENÉRICO;SORVETES;;;;;TRUE
7898352440147;ALHO TRITURADO NOBRE 400G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898352440154;ALHO TRITURADO NOBRE 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898352440215;ALHO TRITURADO NOBRE 200G;GENÉRICO;MERCEARIA;;;;;TRUE
7898354370183;ROSQUINHA DOCE LILIBEL 80G;GENÉRICO;DOCES;;;;;TRUE
7898354370367;BISCOITO DE POLVILHO LILIBEL 80G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7898367980010;CERVEJA EISENBAHN 355ML;GENÉRICO;CERVEJAS;;;;;TRUE
7898367984377;CERVEJA EISENBAHN 350ML;GENÉRICO;CERVEJAS;;;7898367983790;;TRUE
7898370100016;LEITE DE COCO DO VALE 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7898370100320;LEITE DE COCO NORDESTE 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7898370100412;COCO RALADO NORDESTE 50G;GENÉRICO;MERCEARIA;;;;;TRUE
7898370100467;COCO RALADO NORDESTE 100G;GENÉRICO;MERCEARIA;;;;;TRUE
7898377661848;ICE CABARE LIMAO 275ML;GENÉRICO;DESTILADOS;;;;;TRUE
7898380261332;MOLHO DE TOMATE RUAH 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7898380410792;SNACK BELIVE SEM GLUTEN SABOR PIZZA 35G;GENÉRICO;SNACKS;;;;;TRUE
7898380410815;SNACK BELIVE SEM GLUTEN SABOR CEBOLA 35G;GENÉRICO;SNACKS;;;;;TRUE
7898380410938;BROWNIE S/ AÇÚCAR E GLUTEN 40G;GENÉRICO;DOCES;;;;;TRUE
7898380411119;BOLINHO BELIVE DUPLO CHOCOLATE 40G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7898409957970;FERMENTO BIOLÓGICO FLEISCHMANN 10G;GENÉRICO;MERCEARIA;;;;;TRUE
7898416520174;SAL DE PARILLA BRAHMA 500GR;GENÉRICO;CHURRASCO;;;;;TRUE
7898416520204;SAL DE PARILLA BRAHMA 500G;GENÉRICO;CHURRASCO;;;;;TRUE
7898422670160;VODKA KISLA 900ML;GENÉRICO;DESTILADOS;;;;;TRUE
7898422670207;VODKA ETERNITY 900ML;GENÉRICO;DESTILADOS;;;;;TRUE
7898422670290;VODKA KISLA 900 ML;GENÉRICO;DESTILADOS;;;;;TRUE
7898422677992;VODKA ICE KISLA 275ML;GENÉRICO;DESTILADOS;;;;;TRUE
7898424510068;SACO DE LIXO GERAPLAST 50LC/15 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898430530036;GELO FOX 3KG;GENÉRICO;CHURRASCO;;;;;TRUE
7898432070431;BATATA PALHA KIFRITAS EXTRAFINA 80G;GENÉRICO;MERCEARIA;;;;;TRUE
7898432070448;BATATA PALHA TRADICIONAL KIFRITAS 70G;GENÉRICO;MERCEARIA;;;;;TRUE
7898432070783;QUEIJO RALADO CHEF MULLER 40G;GENÉRICO;MERCEARIA;;;;;TRUE
7898432071100;SNACK BITES PÃO DE ALHO 35G;GENÉRICO;SNACKS;;;;;TRUE
7898542022900;HAMBÚRGUER BOVINO FRIBOI 58G;GENÉRICO;CONGELADOS;;;;;TRUE
7898571360042;ÁGUA VALLE VITA S/GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898571360059;ÁGUA VALLE VITA COM GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898571360073;ÁGUA VALLE VITA S/GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898571360424;ÁGUA VALLE VITA C/GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898576190019;VODKA BAMBOA 900ML;GENÉRICO;DESTILADOS;;;;;TRUE
7898590070977;TAPETE PARA CÃES GOODPAD C/7 UND;GENÉRICO;PET;;;;;TRUE
7898591453595;BALA FINI TUBES TROLLS 80G;GENÉRICO;BALAS;;;;;TRUE
7898597033647;COPO PLÁSTICO TOP FORM 180ML;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898597033654;COPO PLÁSTICO TOPFORM 180ML;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898599212743;BARRA DE PROTEÍNA NUTRATA 40G;GENÉRICO;BARRA DE CEREAIS E PROTEÍNA;;;;;TRUE
7898599212750;BARRA DE PROTEÍNA NUTRATA MORANGO COM CHANTILLY 40GR;GENÉRICO;BARRA DE CEREAIS E PROTEÍNA;;;;;TRUE
7898599213603;BARRA DE PROTEINA NUTRATA BRIGADEIRO 40G;GENÉRICO;BARRA DE CEREAIS E PROTEÍNA;;;;;TRUE
7898620194048;AGUA ZUPPA SEM GAS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898620194055;AGUA ZUPPA COM GAS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898629572113;BALA HARIBO 80G;GENÉRICO;BALAS;;;;;TRUE
7898633250205;VODKA VOLK 900ML;GENÉRICO;DESTILADOS;;;;;TRUE
7898635644286;SAL DE PARILLA BR SPICES 500G;GENÉRICO;CHURRASCO;;;;;TRUE
7898642910558;PALETA BOVINA MOÍDA 500G;GENÉRICO;CONGELADOS;;;;;TRUE
7898642910565;PATINHO MOÍDO 500G;GENÉRICO;CONGELADOS;;;;;TRUE
7898642917397;PALETA BOVINA CONGELADA 500GR;GENÉRICO;CONGELADOS;;;;;TRUE
7898645221798;AREIA PARA GATOS CATZONE 4KG;GENÉRICO;PET;;;;;TRUE
7898670300185;QUEIJO RALADO GRAN MESTRI 40G;GENÉRICO;MERCEARIA;;;;;TRUE
7898670410044;SACO DE LIXO TOTE 100L C/10 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7898675840099;BANDEJA DE OVOS VERMELHOS C/30 UNDS;GENÉRICO;MERCEARIA;;;;;TRUE
7898677310002;LEITE DE COCO FREDÃO 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7898679271721;BATATA STRIKE 90G;GENÉRICO;SNACKS;;;;;TRUE
7898693640145;ÓLEO DE SOJA COCAMAR 900ML;GENÉRICO;MERCEARIA;;;;;TRUE
7898751680038;SARDINHA BEIRA ALTA 155G;GENÉRICO;ENLATADOS;;;;;TRUE
7898770420011;ENERGÉTICO MONSTER MORANGO 473ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898901814757;PAO DE QUEIJO TOP 1KG;GENÉRICO;CONGELADOS;;;;;TRUE
7898902299058;MILHO VERDE STELLA DORO LATA 170G;GENÉRICO;ENLATADOS;;;;;TRUE
7898903027292;PRESUNTO BONATTI 150G;GENÉRICO;FRIOS;;;;;TRUE
7898903027308;PRESUNTO BONATTI 150GR;GENÉRICO;FRIOS;;;;;TRUE
7898903399436;PAPEL ALUMÍNIO 30X4 CM;GENÉRICO;CHURRASCO;;;;;TRUE
7898903399443;PAPEL ALUMÍNIO CHIC 4M X 30M;GENÉRICO;CHURRASCO;;;;;TRUE
7898904869044;COLA TEKBOND 2GR;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898904869105;COLA TEK BOND 2G;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898908207149;REQUEIJÃO GRAN MESTRI 180G;GENÉRICO;FRIOS;;;;;TRUE
7898908207590;MANTEIGA GRAN MESTRI 200G;GENÉRICO;FRIOS;;;;;TRUE
7898909901107;PÃO DE QUEIJO SERTÃOZINHO 1KG;GENÉRICO;CONGELADOS;;;;;TRUE
7898909901152;PÃO DE QUEIJO SERTAOZINHO COQUETEL 1KG;GENÉRICO;CONGELADOS;;;;;TRUE
7898910095307;ACENDEDOR TUPY 425G;GENÉRICO;CHURRASCO;;;;;TRUE
7898910365134;GUARDANAPO DE PAPEL TRÓPICOS C/50 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898910365523;PAPEL TOALHA LUAR C/ 1UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898912374011;AGUA FONT LIFE SEM GAS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898912374028;ÁGUA FONT LIFE C/GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898912374035;AGUA FONT LIFE 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898912374042;AGUA FONT LIFE COM GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898912374059;AGUA FONT LIFE 5L;GENÉRICO;AGUAS;;;;;TRUE
7898914221801;LEITE DE COCO COCOSUPER 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7898914221894;ÁGUA DE COCO DIKOKO 200ML;GENÉRICO;AGUAS;;;;;TRUE
7898914221917;ÁGUA DE COCO SUPER COCO 200ML;GENÉRICO;AGUAS;;;;;TRUE
7898914221931;LEITE DE COCO DIKOKO 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7898915414011;LEITE TERRA VIVA INTEGRAL 1L;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898916237244;ALGODAO COTONELA  50G;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898917661208;AREIA PARA GATOS BEAUTCAT 4KG;GENÉRICO;PET;;;;;TRUE
7898917671153;ÁLCOOL TUPI ZEROBAC 1L;GENÉRICO;LIMPEZA;;;;;TRUE
7898917671498;ALCOOL TUPI 1L;GENÉRICO;LIMPEZA;;;;;TRUE
7898921466288;PAPEL ALUMÍNIO BOMPACK 4M;GENÉRICO;CHURRASCO;;;;;TRUE
7898921567046;BATATA BEM BRASIL 400G;GENÉRICO;CONGELADOS;;;;;TRUE
7898922047868;VINHO BRANCO VILLA TRENTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898922047875;VINHO VILLA TRENTO SUAVE TINTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898922047882;VINHO VILLA TRENTO BRANCO SUAVE TINTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898922047899;VINHO VILLA TRENTO BRANCO SECO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898925513025;ENERGÉTICO NITRIX 2L;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898926909278;ALHO TRITURADO NOBRE 400GR;GENÉRICO;MERCEARIA;;;;;TRUE
7898930672434;PAPEL ALUMINIO WYDA PRATIC 30CM X 4MT;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898931140512;BATATA PALHA AMA VITA 80G;GENÉRICO;MERCEARIA;;;;;TRUE
7898936110404;TOALHA UMEDECIDA PIQUITUCHO C/120 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898936110558;TOALHA UMEDECIDA PIQUITUCHO C/60 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898936576071;ÁGUA COM GÁS VILA NOVA 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898936623416;QUEIJO MUSSARELA LASAROLI 150G;GENÉRICO;FRIOS;;;;;TRUE
7898938101769;SNACK PARA CÃES NEW DOG SABOR CARNE 50G;GENÉRICO;PET;;;;;TRUE
7898938890045;ENERGÉTICO MONSTER PACIFIC PUNCH 473ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898938890076;ENERGÉTICO MONSTER ZERO AÇÚCAR 473ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898938890090;ENERGÉTICO MONSTER PÊSSEGO 473ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898938890113;ENERGÉTICO MONSTER FIESTA 473ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898938890120;ENERGÉTICO MONSTER RIO 473ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7898939720037;COPO DESCARTÁVEL CRISTALCOPO 150ML C/100 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898939720044;COPO DESCARTÁVEL CRISTALCOPO 150ML;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898939720051;COPO DESCARTÁVEL CRISTALCOPO 180ML C/100 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898939720068;COPO DESCARTÁVEL CRISTALCOPO 180ML;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898939720075;COPO PLASTICO CRISTAL COPO 200ML;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898939720082;COPO CRISTALCOPO 200ML C/100 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898939720099;COPO CRISTAL COPO C/100 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898942775604;AGUA DE COCO INTEGRAL QQ 1L;GENÉRICO;AGUAS;;;;;TRUE
7898943207814;CHOPP BIERBAUM PILSEN 1,5L;GENÉRICO;CERVEJAS;;;;;TRUE
7898943207821;CHOPP BIERBAUM IPA 1,5L;GENÉRICO;CERVEJAS;;;;;TRUE
7898944548015;ÁGUA SEM GÁS CRYSTAL 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898944548039;AGUA CRISTAL 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898944548053;AGUA CRISTAL 5L;GENÉRICO;AGUAS;;;;;TRUE
7898944946330;OVO DE CODORNO TOSCANA 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7898945210027;BATATA QUALITY FRIES 400G;GENÉRICO;CONGELADOS;;;;;TRUE
7898945210041;BATATA CONGELADA QUALITY FRIES 400G;GENÉRICO;CONGELADOS;;;;;TRUE
7898945882095;AÇUCAR DOCESUCAR 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898945882163;AÇUCAR DOCE SUCAR 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
