EAN;Produto;Fabricante;Categoria;NCM;CEST;EAN adicional;Fornecedor;Ativo
7891962047560;BISCOITO BAUDUCCO INTEGRAL CEREALE 170G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7891962051062;BOLACHA CEREALE LARANJA 147G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7891962051079;BOLACHA CEREALE MAÇÃ E UVA PASSA 140G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7891962051338;PÃO TRADICIONAL VISCONTI 400G;GENÉRICO;MERCEARIA;;;;;TRUE
7891962051345;PÃO DE FORMA VISCONTI INTEGRAL 400G;GENÉRICO;MERCEARIA;;;;;TRUE
7891962053189;TORRADA BAUDUCCO 142G;GENÉRICO;MERCEARIA;;;;;TRUE
7891962054476;COOKIES BAUDUCCO 60G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7891962054810;COOKIES BAUDUCCO 60GR;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7891962060361;CHOCO BISCUIT BAUDUCCO 36G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7891962063874;BISNAGUINHA BAUDUCCO 260G;GENÉRICO;MERCEARIA;;;;;TRUE
7891962064048;PÃO DE FORMA BAUDUCCO 390G;GENÉRICO;MERCEARIA;;;;;TRUE
7891962064055;PÃO DE FORMA BAUDUCCO INTEGRAL 390G;GENÉRICO;MERCEARIA;;;;;TRUE
7891962067346;BOLINHO BAUDUCCO BAUNILHA 40G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7891962069913;PÃO HOT DOG BAUDUCCO 200G;GENÉRICO;MERCEARIA;;;;;TRUE
7891962069920;PÃO DE HAMBÚRGUER BAUDUCCO 200G;GENÉRICO;MERCEARIA;;;;;TRUE
7891962071879;BISNAGUINHA VISCONTI 240G;GENÉRICO;MERCEARIA;;;;;TRUE
7891962074665;BOLINHO BAUDUCCO GOTAS DE CHOCOLATE 40G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7891962080574;BISCOITO DE PÁSCOA BAUDUCCO 90G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7891991000727;GUARANÁ ANTARTICA ZERO 350ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7891991000826;GUARANÁ ANTARTICA 350ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7891991000840;ÁGUA TÔNICA ANTARCTICA 350ML;GENÉRICO;AGUAS;;;;;TRUE
7891991001342;GUARANA ANTARTICA 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7891991001373;GUARANÁ ANTARCTICA ZERO 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7891991002561;GUARANÁ ANTARCTICA 1L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7891991008655;GUARANA ANTARTICA 2,5L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7891991008761;GUARANÁ ANTARTICA 1,5L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7891991008785;GUARANÁ ANTARTICA ZERO 1,5L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7891991010481;CERVEJA BUDWEISER 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7891991014762;CERVEJA BUDWEISER 330ML;GENÉRICO;CERVEJAS;;;;;TRUE
7891991015493;CERVEJA ORIGINAL 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7891991295055;CERVEJA CORONA 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7891991295086;CERVEJA ORIGINAL 269ML;GENÉRICO;CERVEJAS;;;;;TRUE
7891991297424;CERVEJA SPATEN 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7891991301114;SKOL BEATS GIN & TONICA 269ML;GENÉRICO;CERVEJAS;;;;;TRUE
7891991301138;SKOL BEATS SENSES LONG NECK 269ML;GENÉRICO;DESTILADOS;;;;;TRUE
7891991303484;CERVEJA CORONA EXTRA 330ML;GENÉRICO;CERVEJAS;;;;;TRUE
7891991306164;SKOL BEATS TROPICAL 269ML;GENÉRICO;DESTILADOS;;;;;TRUE
7891991307185;SKOL BEATS RED 269ML;GENÉRICO;DESTILADOS;;;;;TRUE
7891991307994;SKOL BEATS GREEN MIX 269ML;GENÉRICO;DESTILADOS;;;;;TRUE
7891999144461;REQUEIJÃO CREMOSO VIGOR 200G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7891999144485;REQUEIJÃO VIGOR 200G;GENÉRICO;FRIOS;;;;;TRUE
7891999970053;QUEIJO RALADO VIGOR 50GR;GENÉRICO;MERCEARIA;;;;;TRUE
7892300000933;FARINHA DE MILHO FLOCADA SINHA 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7892300989408;BOLACHA OREO MORANGO 90G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
78927988;CHICLETE ARCOR TUTTI FRUTTI 4G;GENÉRICO;BALAS;;;;;TRUE
78928008;CHICLETE ARCOR POOSH 5G;GENÉRICO;BALAS;;;;;TRUE
7892840800000;PEPSI 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7892840800079;PEPSI 350ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7892840802707;PEPSI 2,5L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7892840808020;GATORADE LARANJA 500ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7892840808037;GATORADE LIMÃO 500ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7892840808044;GATORADE TANGERINA 500ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7892840808051;GATORADE UVA 500ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7892840808068;GATORADE MARACUJÁ 500ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7892840812423;H2O LIMÃO 500ML;GENÉRICO;AGUAS;;;;;TRUE
7892840812737;H2O CITRUS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7892840812850;H2O LIMONETO 500ML;GENÉRICO;AGUAS;;;;;TRUE
7892840815769;AVEIA EM FLOCOS FINOS QUAKER 165G;GENÉRICO;MERCEARIA;;;;;TRUE
7892840815912;DORITOS 84G;GENÉRICO;SNACKS;;;;;TRUE
7892840815950;BATATA SENSAÇÕES SABOR FRANGO GRELHADO 80G;GENÉRICO;SNACKS;;;;;TRUE
7892840816254;CHEETOS REQUEIJÃO 45G;GENÉRICO;SNACKS;;;;;TRUE
7892840816438;FANDANGOS 45G;GENÉRICO;SNACKS;;;;;TRUE
7892840816636;CHEETOS ONDA REQUEIJÃO 75G;GENÉRICO;SNACKS;;;;;TRUE
7892840817916;DORITOS 210G;GENÉRICO;SNACKS;;;;;TRUE
7892840817978;RUFFLES 115G;GENÉRICO;SNACKS;;;;;TRUE
7892840818203;RUFFLES 76G;GENÉRICO;SNACKS;;;;;TRUE
7892840818357;DORITOS 300G;GENÉRICO;SNACKS;;;;;TRUE
7892840819507;TODDY 370G;GENÉRICO;MERCEARIA;;;;;TRUE
7892840820299;TORCIDA CHURRASCO 38G;GENÉRICO;SNACKS;;;;;TRUE
7892840821197;CHEETOS ONDA REQUEIJÃO 45G;GENÉRICO;SNACKS;;;;;TRUE
7892840822040;BATATA TUBO RUFFLES 100G;GENÉRICO;SNACKS;;;;;TRUE
7892840822286;CHEETOS LUA 35G;GENÉRICO;SNACKS;;;;;TRUE
7892840822309;CHEETOS REQUEIJÃO 40G;GENÉRICO;SNACKS;;;;;TRUE
7892840822323;CHEETOS 160G;GENÉRICO;SNACKS;;;;;TRUE
7892840822347;DORITOS 75G;GENÉRICO;SNACKS;;;;;TRUE
7892840822422;TORCIDA BACON 35G;GENÉRICO;SNACKS;;;;;TRUE
7892840822446;DORITOS 120G;GENÉRICO;SNACKS;;;;;TRUE
7892840822477;TORCIDA CHURRASCO 35G;GENÉRICO;SNACKS;;;;;TRUE
7892840822484;TORCIDA COSTELINHA LIMÃO 35G;GENÉRICO;SNACKS;;;;;TRUE
7892840822491;TORCIDA PÃO DE ALHO 35G;GENÉRICO;SNACKS;;;;;TRUE
7892840822521;TORCIDA QUEIJO 35G;GENÉRICO;SNACKS;;;;;TRUE
7892840822552;TORCIDA BACON 60G;GENÉRICO;SNACKS;;;;;TRUE
7892840822576;TORCIDA CEBOLA 60G;GENÉRICO;SNACKS;;;;;TRUE
7892840822590;TORCIDA CHURRASCO 60G;GENÉRICO;SNACKS;;;;;TRUE
7892840822606;TORCIDA COSTELINHA COM LIMÃO 60G;GENÉRICO;SNACKS;;;;;TRUE
7892840822620;TORCIDA PÃO DE ALHO 60G;GENÉRICO;SNACKS;;;;;TRUE
7892840822637;TORCIDA PIMENTA MEXICANA 60G;GENÉRICO;SNACKS;;;;;TRUE
7892840822644;TORCIDA QUEIJO 60G;GENÉRICO;SNACKS;;;;;TRUE
7892840822774;BACONZITOS 86G;GENÉRICO;SNACKS;;;;;TRUE
7892840822859;FANDANGOS 35G;GENÉRICO;SNACKS;;;;;TRUE
7892840822873;FANDANGOS 190G;GENÉRICO;SNACKS;;;;;TRUE
7892840822903;FANDANGOS 160G;GENÉRICO;SNACKS;;;;;TRUE
7892840822934;FANDANGOS 270G;GENÉRICO;SNACKS;;;;;TRUE
7892840822972;RUFFLES 33G;GENÉRICO;SNACKS;;;;;TRUE
7892840823054;RUFFLES 68G;GENÉRICO;SNACKS;;;;;TRUE
7892840823061;FANDANGOS 60G;GENÉRICO;SNACKS;;;;;TRUE
7892840823078;PINGO DE OURO BACON 76G;GENÉRICO;SNACKS;;;;;TRUE
7892840823085;CHEETOS 190G;GENÉRICO;SNACKS;;;;;TRUE
7892840823108;PINGO DE OURO BACON 160G;GENÉRICO;SNACKS;;;;;TRUE
7892840823146;PINGO DE OURO PICANHA 120G;GENÉRICO;SNACKS;;;;;TRUE
7892840823238;CHEETOS 270G;GENÉRICO;SNACKS;;;;;TRUE
7892840823382;BATATA LAYS 70G;GENÉRICO;SNACKS;;;;;TRUE
7892840823429;SENSAÇÕES FRANGO 70G;GENÉRICO;SNACKS;;;;;TRUE
7892840823443;SENSAÇÕES PEITO DE PERU 70G;GENÉRICO;SNACKS;;;;;TRUE
7892840824129;FANDANGOS 250G;GENÉRICO;SNACKS;;;;;TRUE
7892840824143;CHEETOS 250G;GENÉRICO;SNACKS;;;;;TRUE
7892840824396;CEBOLITOS 91G;GENÉRICO;SNACKS;;;;;TRUE
7892840824976;CHEETOS BOLA DE QUEIJO 33G;GENÉRICO;SNACKS;;;;;TRUE
7892840825065;FANDANGOS 85G;GENÉRICO;SNACKS;;;;;TRUE
7892840825133;BATATA LAYS 62G;GENÉRICO;SNACKS;;;;;TRUE
7892840825256;PINGO DE OURO 76GR;GENÉRICO;SNACKS;;;;;TRUE
7892840825355;DORITOS 183G;GENÉRICO;SNACKS;;;;;TRUE
7893000027701;HOT POCKET X-BURGUER 145G;GENÉRICO;CONGELADOS;;;;;TRUE
7893000027718;HOT POCKET SADIA FRANGO 145G;GENÉRICO;CONGELADOS;;;;;TRUE
7893000043213;HOT POCKET SADIA PICANHA 145G;GENÉRICO;CONGELADOS;;;;;TRUE
7893000043220;HOT POCKET SADIA X BACON 145G;GENÉRICO;CONGELADOS;;;;;TRUE
7893000081628;MARGARINA QUALY AÉRA C/SAL 250G;GENÉRICO;FRIOS;;;;;TRUE
7893000290259;SALAME FATIADO SADIA 100G;GENÉRICO;FRIOS;;;;;TRUE
7893000382961;MARGARINA QUALY S/SAL 250GR;GENÉRICO;FRIOS;;;;;TRUE
7893000383005;MARGARINA QUALY  S/SAL 500G;GENÉRICO;FRIOS;;;;;TRUE
7893000394117;MARGARINA QUALY CREMOSA C/SAL 250G;GENÉRICO;FRIOS;;;;;TRUE
7893000394209;MARGARINA CREMOSA COM SAL QUALY 500G;GENÉRICO;FRIOS;;;;;TRUE
7893000632073;PIZZA SADIA CALABRESA 460G;GENÉRICO;CONGELADOS;;;;;TRUE
7893000632233;PIZZA SADIA 4 QUEIJOS 460G;GENÉRICO;CONGELADOS;;;;;TRUE
7893000672109;PIZZA SADIA FRANGO C/ CATUPIRI 460G;GENÉRICO;CONGELADOS;;;;;TRUE
7893000949270;NUGGETS SADIA 300 GRS;GENÉRICO;CONGELADOS;;;;;TRUE
7893000949355;NUGGETS SADIA FRANGO 300G;GENÉRICO;CONGELADOS;;;;;TRUE
7893218002576;VODKA SMIRNOFF 600ML;GENÉRICO;DESTILADOS;;;;;TRUE
7893218003603;SMIRNOFF ICE 275ML;GENÉRICO;DESTILADOS;;;;;TRUE
7893218003610;SMIRNOFF ICE LATA 269ML;GENÉRICO;DESTILADOS;;;;;TRUE
7893218003986;ICE SMIRNOFF MAÇÃ VERDE 269ML;GENÉRICO;DESTILADOS;;;;;TRUE
78933873;COCA COLA ZERO 200ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7893500018469;ARROZ TIO JOÃO PARBOILIZADO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
78935495;CERVEJA HEINEKEN 250ML;GENÉRICO;CERVEJAS;;;;;TRUE
78936683;CERVEJA HEINEKEN 330ML;GENÉRICO;CERVEJAS;;;;;TRUE
78938793;HALLS CEREJA 28G;GENÉRICO;BALAS;;;;;TRUE
78938816;HALLS PRETO 28G;GENÉRICO;BALAS;;;;;TRUE
78938823;HALLS MENTOL 28G;GENÉRICO;BALAS;;;;;TRUE
78938830;HALLS MENTA 28G;GENÉRICO;BALAS;;;;;TRUE
78938847;HALLS MORANGO 28G;GENÉRICO;BALAS;;;;;TRUE
78938854;BALA HALLS MELANCIA 28G;GENÉRICO;BISCOITOS, PÃES E DOCES;;;;;TRUE
78939301;BOMBOM SONHO DE VALSA LACTA 20G;GENÉRICO;DOCES;;;;;TRUE
78939318;BOMBOM OURO BRANCO LACTA 20G;GENÉRICO;DOCES;;;;;TRUE
7894000010014;AMIDO DE MILHO MAIZENA DURYEA 200G;GENÉRICO;MERCEARIA;;;;;TRUE
7894000030470;MAIONESE HELLMANNS SACHE 200G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7894321722016;TODDYNHO 200ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
78945449;TIC TAC MENTA 15G;GENÉRICO;BALAS;;;;;TRUE
78945456;TIC TAC LARANJA 15G;GENÉRICO;BALAS;;;;;TRUE
78945494;TIC TAC FRESH MENTA 15G;GENÉRICO;BALAS;;;;;TRUE
7894650937679;REPELENTE FAMILY OFF 100ML;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7894900010014;AMIDO DE MILHO MAIZENA 200G;GENÉRICO;MERCEARIA;;;;;TRUE
7894900010015;COCA COLA 350ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900011159;COCA COLA 310ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900011609;COCA COLA 600ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900011753;COCA COLA 1,5L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900025019;COCA COLA CAFÉ 220 ML;GENÉRICO;DESTILADOS;;;;;TRUE
7894900027013;COCA COLA ORIGINAL 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900027020;COCA COLA ORIGINAL 2,5L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900030013;FANTA LARANJA 350ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900030396;FANTA LARANJA 220ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900031515;FANTA LARANJA 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900050011;FANTA UVA 350ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900051513;FANTA UVA 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900061512;SPRITE ZERO 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900150018;FANTA LARANJA ZERO 350ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900180503;SCHWEPPES CITRUS 350ML;GENÉRICO;AGUAS;;;;;TRUE
7894900184204;VODKA SCHWEPPES 250ML;GENÉRICO;DESTILADOS;;;;;TRUE
7894900300017;SCHWEPPES TÔNICA 350ML;GENÉRICO;AGUAS;;;;;TRUE
7894900320015;SCHWEPPES LEVE EM AÇÚCARES 350ML;GENÉRICO;AGUAS;;;;;TRUE
7894900337006;VODKA SPRITE ABSOLUT 269ML;GENÉRICO;DESTILADOS;;;;;TRUE
7894900360011;SCHWEPPES TÔNICA ZERO 350ML;GENÉRICO;AGUAS;;;;;TRUE
7894900501001;ISOTÔNICO POWERADE UVA 500ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7894900502046;ISOTÔNICO POWERADE TANGERINA 500ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7894900503029;ISOTÔNICO POWERADE LARANJA 500ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7894900521504;H20 FRUTAS VERMELHAS CRYSTAL 510ML;GENÉRICO;AGUAS;;;;;TRUE
7894900530001;ÁGUA CRYSTAL S/GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7894900530032;ÁGUA CRYSTAL 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7894900530056;AGUA CRYSTAL 5L;GENÉRICO;AGUAS;;;;;TRUE
7894900531008;ÁGUA CRYSTAL C/GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7894900531015;AGUA CRYSTAL C/GAS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7894900550030;SUCO DEL VALLE FRUIT UVA 1L;GENÉRICO;SUCOS;;;;;TRUE
7894900556032;SUCO DEL VALLE FRUIT LARANJA 1LT;GENÉRICO;SUCOS;;;;;TRUE
7894900556063;SUCO DEL VALLE LARANJA 1,5L;GENÉRICO;SUCOS;;;;;TRUE
7894900593709;SUCO KAPO UVA 200ML;GENÉRICO;SUCOS;;;;;TRUE
7894900610017;SUCO DEL VALLE 100% LARANJA 1L;GENÉRICO;SUCOS;;;;;TRUE
7894900660333;SUCO DEL VALLE LATA 290ML;GENÉRICO;SUCOS;;;;;TRUE
7894900660418;SUCO DEL VALLE LARANJA 200ML;GENÉRICO;SUCOS;;;;;TRUE
7894900660425;SUCO DEL VALLE PÊSSEGO 200ML;GENÉRICO;SUCOS;;;;;TRUE
7894900660432;SUCO DEL VALLE UVA 200ML;GENÉRICO;SUCOS;;;;;TRUE
7894900680508;SPRITE FRESH LEMON 510ML;GENÉRICO;AGUAS;;;;;TRUE
7894900681000;SPRITE 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900700015;COCA COLA ZERO 350ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900701159;COCA COLA ZERO 310ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900701517;COCA COLA ZERO 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900701609;COCA COLA ZERO 600ML;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894900701753;COCA COLA ZERO 1,5L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7894904005482;SALSICHA HOT DOG SEARA 500G;GENÉRICO;FRIOS;;;;;TRUE
7894904009862;LINGUIÇA CALABRESA SEARA 400G;GENÉRICO;FRIOS;;;;;TRUE
7894904009893;SALSICHA SEARA 500G;GENÉRICO;FRIOS;;;;;TRUE
7894904082704;LASANHA SEARA BOLONHESA 600G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904082728;LASANHA SEARA 4 QUEIJOS 600G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904215942;HOT HIT SEARA BACON E CHEDDAR 145G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904243969;MAC & CHEESE CHEDDAR E BACON 300G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904245871;MAC & CHEESE SEARA SABOR CHEDDAR 300G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904268511;PRESUNTO FATIADO SEARA 180G;GENÉRICO;FRIOS;;;;;TRUE
7894904268573;MORTADELA SEARA DEFUMADA 180G;GENÉRICO;FRIOS;;;;;TRUE
7894904325702;PIZZA SEARA FRANGO COM CATUPIRY 460G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904326044;PIZZA SEARA CALABRESA 460G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904326068;PIZZA SEARA MUSSARELA 460G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904326259;PIZZA SEARA 4 QUEIJOS;GENÉRICO;CONGELADOS;;;;;TRUE
7894904500116;TEKITOS SEARA 300G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904500383;HAMBURGUER SEARA 56G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904555659;SALAME SEARA 100G;GENÉRICO;FRIOS;;;;;TRUE
7894904574780;MARGARINA DORIANA C/SAL 250G;GENÉRICO;FRIOS;;;;;TRUE
7894904578566;PIZZA SEARA LOMBO COM CATUPIRY 460G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904605071;LINGUIÇA PARA CHURRASCO SEARA 600GR;GENÉRICO;CHURRASCO;;;;;TRUE
7894904605088;LINGUIÇA SUÍNA SEARA 600G;GENÉRICO;CHURRASCO;;;;;TRUE
7894904605101;LINGUIÇA PARA CHURRASCO SEARA 600G;GENÉRICO;CHURRASCO;;;;;TRUE
7894904678280;HOT HIT SEARA X PICANHA 145G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904678761;LASANHA REZENDE QUEIJO/PRESUNTO 600G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904684359;CHICKENITOS SEARA 300G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904684397;CHIKENITOS SEARA 300G;GENÉRICO;CONGELADOS;;;;;TRUE
7894904727186;LINGUIÇA TOSCANA SEARA 700G;GENÉRICO;CHURRASCO;;;;;TRUE
7895144209258;BALA MENTOS RAINBOW 29,5G;GENÉRICO;BALAS;;;;;TRUE
7895144603148;BALA MENTOS RAINBOW 38G;GENÉRICO;BALAS;;;;;TRUE
7895144603223;MENTOS TUTTI FRUTTI 37,5G;GENÉRICO;BALAS;;;;;TRUE
7895800002940;CHICLETE BUBBALOO MORANGO 5G;GENÉRICO;BALAS;;;;;TRUE
7895800304228;TRIDENT MENTA 8G;GENÉRICO;BALAS;;;;;TRUE
7895800309780;TRIDENT MELANCIA 8G;GENÉRICO;BALAS;;;;;TRUE
7895800430002;TRIDENT TUTTI FRUTTI 8G;GENÉRICO;BALAS;;;;;TRUE
7896000593672;AGUA DE COCO PURO COCO 1L;GENÉRICO;AGUAS;;;;;TRUE
7896000594099;SUCO MAGUARY UVA 200ML;GENÉRICO;SUCOS;;;;;TRUE
7896000597250;SUCO MAGUARY UVA 150ML;GENÉRICO;SUCOS;;;;;TRUE
7896002100014;CACHAÇA 51 965ML;GENÉRICO;DESTILADOS;;;;;TRUE
7896002110419;ICE 51 LIMÃO 275ML;GENÉRICO;DESTILADOS;;;;;TRUE
7896002304832;RAP 10 TAPIOCA 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7896002360234;BISNAGUINHA PULLMAN 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7896002360326;PÃO PULLMAN TRADICIONAL 480G;GENÉRICO;MERCEARIA;;;;;TRUE
7896002363792;RAP10 330GR;GENÉRICO;MERCEARIA;;;;;TRUE
7896002364546;RAP 10 330G;GENÉRICO;MERCEARIA;;;;;TRUE
7896003737325;BOLACHA DE MAIZENA MARILAN 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896003738520;BOLACHA MARILAN MAIZENA 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896003738582;BOLACHA MARILAN AO LEITE 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896003738605;BOLACHA MARILAN CREAM CRACKER 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896003738636;BOLACHA MARILAN CREAM CRAKER 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896003740189;BOLACHA MARILAN CREAM CRAKER 300GR;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896003740202;BOLACHA MARILAN CREAM CRAKER 300G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896003740226;BOLACHA MARILAN MAIZENA 300GR;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896003740240;BOLACHA MARILAN AO LEITE 350GR;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896004006239;PRINGLES CEBOLA 109G;GENÉRICO;SNACKS;;;;;TRUE
7896004006277;PRINGLES ORIGINAL 104G;GENÉRICO;SNACKS;;;;;TRUE
7896004006284;PRINGLES QUEIJO 109G;GENÉRICO;SNACKS;;;;;TRUE
7896004006406;PRINGLES CHURRASCO 104G;GENÉRICO;SNACKS;;;;;TRUE
7896004007427;SUCRLHOS ORIGINAL 240G;GENÉRICO;MERCEARIA;;;;;TRUE
7896004008998;PRINGLES CHEDDAR E BACON 109G;GENÉRICO;SNACKS;;;;;TRUE
7896004009377;CEREAL SUCRILHOS 170G;GENÉRICO;MERCEARIA;;;;;TRUE
7896004400297;LEITE DE COCO MAIS COCO 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896004400358;AGUA DE COCO SOCOCO 200ML;GENÉRICO;AGUAS;;;;;TRUE
7896004400372;LEITE DE COCO SOCOCO 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896004400730;COCO RALADO MAIS COCO 100G;GENÉRICO;MERCEARIA;;;;;TRUE
7896004401058;COCO RALADO MAIS COCO 50G;GENÉRICO;MERCEARIA;;;;;TRUE
7896004401409;AGUA DE COCO INTEGRAL SOCOCO 1L;GENÉRICO;AGUAS;;;;;TRUE
7896005279489;FERMENTO EM PÓ DONA BENTA 100G;GENÉRICO;MERCEARIA;;;;;TRUE
7896005404454;SUCO MAGUARY UVA 1LT;GENÉRICO;SUCOS;;;;;TRUE
7896005800010;CAFÉ TRÊS CORAÇÕES TRADICIONAL 500G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896005800027;CAFÉ 3 CORAÇÕES 250G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896005800362;CAFÉ 3 CORAÇÕES TRADICIONAL 250G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896005800676;CAFÉ SOLÚVEL TRÊS CORAÇÕES 200G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896005800683;CAFÉ SOLUVEL TRÊS CORAÇÕES 50G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896005801819;CAFÉ TRÊS CORAÇÕES EXTRA FORTE 250G;GENÉRICO;MERCEARIA;;;;;TRUE
7896005803714;FILTRO DE CAFÉ TRÊS CORAÇÕES N102;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896005803721;FILTRO DE PAPEL 3 CORAÇÕES 103 C/ 30UN;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896006711117;ARROZ TIPO 1 CAMIL 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896007540600;ABSORVENTE INTIMUS GEL SEM ABAS C/8 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896007540617;ABSORVENTE INTIMUS SUAVE COM ABAS 8 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896007540631;ABSORVENTE INTIMUS COM ABAS 8UN;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896007541867;ABS.INTIMUS INTERNO C/8UN MEDIO;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
